state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,country_name,designated_area,declaration_request_number,deaths,incident_duration
Montana,Velika katastrofa,1997-07-25,Severe Storm,"Severe Storms,Ice Jams, Snow Melt, Flooding",0,0,1,0,1997-03-01,1997-08-06,Flathead County,Flathead (County),97068,5110,7
Arkansas,Velika katastrofa,2009-06-16,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2009-04-27,2009-05-23,Lafayette County (Arkansas),Lafayette (County),9078,5649,18
Georgia,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-27,2005-10-01,Hart County (Georgia),Hart (County),5088,448,21
Kansas,Velika katastrofa,1998-11-05,Severe Storm,Ks-Flooding  10/31/98,0,1,0,0,1998-10-30,1998-11-15,Leavenworth County,Leavenworth (County),98085,564,17
Oregon,Velika katastrofa,2019-07-09,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2019-04-06,2019-04-21,Curry County (Oregon),Curry (County),19044,6416,6
South Carolina,Upravljanje hitnim situacijama,2022-09-29,Hurricane,Hurricane Ian,0,0,1,0,2022-09-25,2022-10-04,Fairfield County (South Carolina),Fairfield (County),22089,3742,4
New York,Velika katastrofa,1985-10-18,Hurricane,Hurricane Gloria,0,0,1,0,1985-09-27,1985-09-27,Suffolk County (New York),Suffolk (County),85059,3095,7
Nebraska,Velika katastrofa,2007-01-07,Severe Storm,Severe Winter Storms,0,0,1,1,2006-12-19,2007-01-01,Kimball County,Kimball (County),7781,6709,11
Tennessee,Velika katastrofa,2019-04-17,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",0,0,1,1,2019-02-19,2019-03-30,Sequatchie County,Sequatchie (County),19013,384,9
Texas,Velika katastrofa,2017-08-25,Hurricane,Hurricane Harvey,1,0,1,1,2017-08-23,2017-09-15,Victoria County,Victoria (County),17083,9946,17
Virginia,Velika katastrofa,1994-03-10,Snowstorm,"Severe Ice Storms, Flooding",0,0,1,0,1994-02-08,1994-02-12,Amherst County,Amherst (County),94012,3764,8
Texas,Velika katastrofa,2016-03-19,Flood,"Severe Storms, Tornadoes, And Flooding",1,0,1,1,2016-03-07,2016-03-29,Shelby County (Texas),Shelby (County),16031,5775,14
Florida,Velika katastrofa,1982-07-07,Flood,Severe Storms And Flooding,0,0,1,0,1982-07-07,1982-07-07,DeSoto County (Florida),DeSoto (County),82033,8572,12
Texas,Velika katastrofa,1998-10-21,Flood,Tx-Flooding 10/18/98,0,1,0,0,1998-10-17,1998-11-15,Brazoria County,Brazoria (County),98063,900,8
Indiana,Velika katastrofa,2011-06-23,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And",0,0,1,1,2011-04-19,2011-06-06,Vanderburgh County,Vanderburgh (County),11129,6484,1
Nebraska,Velika katastrofa,2004-05-25,Severe Storm,"Severe Storms, Tornadoes And Flooding",1,1,1,1,2004-05-20,2004-06-01,Washington County (Nebraska),Washington (County),4031,2780,11
Kentucky,Velika katastrofa,2002-04-04,Severe Storm,Severe Storms And Flooding,0,0,1,0,2002-03-17,2002-03-21,Estill County,Estill (County),2025,5206,13
South Dakota,Velika katastrofa,1986-05-03,Flood,Severe Storms & Flooding,0,0,1,0,1986-03-22,1986-05-10,Day County,Day (County),86011,8582,11
Alabama,Upravljanje hitnim situacijama,2017-09-11,Hurricane,Hurricane Irma,0,0,1,0,2017-09-08,2017-09-14,Dale County,Dale (County),17104,8357,20
New Mexico,Velika katastrofa,2011-03-24,Severe Storm,Severe Winter Storm And Extreme Cold Temperatures,0,0,1,1,2011-02-01,2011-02-05,Rio Arriba County,Rio Arriba (County),11013,1266,17
West Virginia,Velika katastrofa,1997-03-07,Flood,"Heavy & Wind Driven Rain, High Winds,Flooding,Slides",0,1,1,0,1997-02-28,1997-03-15,Clay County (West Virginia),Clay (County),97045,239,18
Kentucky,Velika katastrofa,1989-10-30,Flood,"Severe Storms, Mudslides & Flooding",0,1,1,0,1989-10-16,1989-10-18,Perry County (Kentucky),Perry (County),89044,5248,5
Colorado,Upravljanje hitnim situacijama,2005-09-05,Coastal Storm,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Las Animas County,Las Animas (County),5095,8499,18
Oregon,Velika katastrofa,2011-02-17,Severe Storm,"Severe Winter Storm, Flooding, Mudslides, Landslides, And Debris Flows",0,0,1,1,2011-01-13,2011-01-21,Lincoln County (Oregon),Lincoln (County),11008,774,2
Florida,Upravljanje hitnim situacijama,2022-09-24,Hurricane,Tropical Storm Ian,0,0,1,0,2022-09-23,2022-11-04,Wakulla County,Wakulla (County),22087,4017,20
New Hampshire,Velika katastrofa,2010-03-29,Severe Storm,Severe Winter Storm,0,0,1,1,2010-02-23,2010-03-03,Merrimack County,Merrimack (County),10032,2189,20
Michigan,Upravljanje hitnim situacijama,2005-09-07,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Keweenaw County,Keweenaw (County),5106,7567,22
Minnesota,Velika katastrofa,1974-06-10,Flood,Heavy Rains & Flooding,0,1,1,0,1974-06-10,1974-06-10,Marshall County (Minnesota),Marshall (County),74054,8015,8
West Virginia,Velika katastrofa,2000-02-28,Flood,"Flooding, Severe Storms, And Landslides",0,1,1,1,2000-02-18,2000-02-22,Tyler County (West Virginia),Tyler (County),20,5478,9
Arkansas,Velika katastrofa,2000-12-29,Severe Ice Storm,Severe Winter Ice Storm,0,1,1,0,2000-12-12,2001-01-08,Crawford County (Arkansas),Crawford (County),181,2492,10
Florida,Velika katastrofa,2004-09-04,Hurricane,Hurricane Frances,1,1,1,1,2004-09-03,2004-10-08,Charlotte County (Florida),Charlotte (County),4097,3824,11
West Virginia,Upravljanje požarom,2001-11-16,Fire,Wv - Southeast Fire Complex - 11/16/2001,0,0,1,0,2001-11-16,2001-11-30,Wayne County (West Virginia),Wayne (County),1120,7109,20
Texas,Upravljanje hitnim situacijama,2008-03-14,Fire,Wildfires,0,0,1,0,2008-03-14,2008-09-01,Burleson County,Burleson (County),8035,162,6
New York,Upravljanje hitnim situacijama,2000-10-11,Other,West Nile Virus,0,0,1,0,2000-05-22,2000-11-01,New York County,New York (County),98,3738,10
Kansas,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-09-01,2005-10-01,Marion County (Kansas),Marion (County),5110,1336,4
Mississippi,Velika katastrofa,1983-04-16,Severe Storm,"Severe Storms, Flooding &  Tornadoes",0,1,1,0,1983-04-16,1983-04-16,Lawrence County (Mississippi),Lawrence (County),83023,306,1
Missouri,Velika katastrofa,1973-04-19,Severe Storm,"Heavy Rains, Tornadoes & Flooding",0,1,1,0,1973-04-19,1973-04-19,Scott County (Missouri),Scott (County),73030,3545,15
Iowa,Velika katastrofa,2019-03-23,Flood,Severe Storms And Flooding,0,0,1,1,2019-03-12,2019-06-15,Osceola County (Iowa),Osceola (County),19010,720,18
Iowa,Velika katastrofa,2016-10-31,Flood,Severe Storms And Flooding,0,0,1,1,2016-09-21,2016-10-03,Howard County (Iowa),Howard (County),16109,6366,23
Pennsylvania,Upravljanje hitnim situacijama,1993-03-16,Snowstorm,Severe Snowfall & Winter Storm,0,0,1,0,1993-03-13,1993-03-17,Fayette County (Pennsylvania),Fayette (County),93018,7675,23
Texas,Upravljanje hitnim situacijama,2005-09-21,Hurricane,Hurricane Rita,0,0,1,0,2005-09-20,2005-10-14,Red River County,Red River (County),5137,1343,12
South Carolina,Upravljanje hitnim situacijama,2017-09-07,Hurricane,Hurricane Irma,0,0,1,0,2017-09-06,2017-09-13,Georgetown County,Georgetown (County),17098,4621,17
Wisconsin,Upravljanje hitnim situacijama,2008-03-19,Snowstorm,Record Snow And Near Record Snow,0,0,1,0,2008-02-05,2008-02-06,Dane County,Dane (County),8020,7602,19
Pennsylvania,Velika katastrofa,2007-02-23,Severe Storm,Severe Storms And Flooding,0,0,1,1,2006-11-16,2006-11-17,Sullivan County (Pennsylvania),Sullivan (County),6175,7821,11
New Jersey,Upravljanje hitnim situacijama,2005-09-19,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Hunterdon County,Hunterdon (County),5131,2195,13
Washington,Upravljanje požarom,2015-08-21,Fire,Renner Fire,0,0,1,1,2015-08-21,2015-09-02,Ferry County,Ferry (County),15067,1796,15
Florida,Upravljanje hitnim situacijama,2021-08-16,Hurricane,Tropical Storm Fred,0,0,1,0,2021-08-13,2021-08-19,Jackson County (Florida),Jackson (County),21068,4529,14
Ohio,Velika katastrofa,1990-06-06,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1990-05-28,1990-07-15,Morrow County (Ohio),Morrow (County),90024,7414,23
California,Velika katastrofa,1997-01-04,Severe Storm,"Severe Storms, Flooding, Mud And Landslides",0,1,1,1,1996-12-28,1997-04-01,San Benito County,San Benito (County),97029,9891,4
West Virginia,Velika katastrofa,2009-05-15,Severe Storm,"Severe Storms, Flooding, Mudslides, And Landslides",1,0,1,1,2009-05-03,2009-06-08,Wyoming County (West Virginia),Wyoming (County),9065,8410,17
Florida,Velika katastrofa,1999-10-20,Hurricane,Fl-Hurricane Irene-Dr-Req,0,1,1,1,1999-10-14,1999-10-24,Indian River County,Indian River (County),99139,1579,23
South Dakota,Velika katastrofa,1995-05-26,Flood,Flooding,0,1,1,0,1995-03-01,1995-06-20,Brown County (South Dakota),Brown (County),95029,579,7
Florida,Velika katastrofa,2004-08-13,Hurricane,Tropical Storm Bonnie And Hurricane Charley,1,1,1,1,2004-08-11,2004-08-30,Glades County,Glades (County),4085,46,21
Tennessee,Velika katastrofa,1999-01-19,Severe Storm,"Severe Storms, Tornadoes And High Winds",0,0,1,0,1999-01-17,1999-02-01,Franklin County (Tennessee),Franklin (County),99005,9439,14
Florida,Velika katastrofa,1994-07-10,Severe Storm,Severe Storms And Flooding (Tropical Storm Alberto),0,1,1,0,1994-07-02,1994-07-29,Bay County (Florida),Bay (County),94064,816,7
Florida,Velika katastrofa,1992-10-08,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1992-10-03,1992-10-04,Union County (Florida),Union (County),92048,5611,10
South Carolina,Velika katastrofa,2000-01-31,Severe Storm,Severe Winter Storm,0,0,1,1,2000-01-22,2000-02-01,Marion County (South Carolina),Marion (County),12,4835,9
North Carolina,Velika katastrofa,2018-09-14,Hurricane,Hurricane Florence,0,0,1,1,2018-09-07,2018-09-29,Davidson County (North Carolina),Davidson (County),18102,7152,9
New York,Upravljanje hitnim situacijama,2000-10-11,Other,West Nile Virus,0,0,1,0,2000-05-22,2000-11-01,Orange County (New York),Orange (County),98,676,10
Iowa,Velika katastrofa,1993-04-26,Flood,Severe Storms & Flooding,0,1,0,0,1993-03-26,1993-04-12,Webster County (Iowa),Webster (County),93045,2068,3
Indiana,Velika katastrofa,2002-06-13,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,1,1,2002-04-28,2002-06-07,Pike County (Indiana),Pike (County),2053,6423,23
Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Jones County (Texas),Jones (County),5090,6459,6
Louisiana,Velika katastrofa,2017-02-11,Tornado,"Severe Storms, Tornadoes, And Straight-Line Winds",1,0,0,1,2017-02-07,2017-02-07,Livingston Parish,Livingston (Parish),17011,2697,2
Iowa,Upravljanje hitnim situacijama,2005-09-10,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Greene County (Iowa),Greene (County),5114,7990,14
Texas,Upravljanje hitnim situacijama,1993-09-10,Drought,Extreme Fire Hazard,0,0,1,0,1993-08-30,1993-11-15,Jack County,Jack (County),93043,7802,12
Missouri,Upravljanje hitnim situacijama,2016-01-02,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,0,2015-12-22,2016-01-09,Howard County (Missouri),Howard (County),16001,2306,22
Ohio,Upravljanje hitnim situacijama,2005-09-13,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Licking County,Licking (County),5119,1853,17
Missouri,Velika katastrofa,1974-06-10,Flood,Severe Storms & Flooding,0,1,1,0,1974-06-10,1974-06-10,Barry County (Missouri),Barry (County),74056,1161,12
Texas,Velika katastrofa,2021-02-19,Severe Ice Storm,Severe Winter Storms,0,0,1,1,2021-02-11,2021-02-21,Camp County,Camp (County),21013,9408,20
Virginia,Velika katastrofa,2000-02-28,Severe Storm,Severe Winter Storms,0,0,1,1,2000-01-25,2000-01-30,Henrico County,Henrico (County),15,5488,11
Kentucky,Velika katastrofa,1997-03-04,Severe Storm,"Severe Storm, Flooding, And Tornadoes",0,1,1,0,1997-03-01,1997-03-31,Montgomery County (Kentucky),Montgomery (County),97041,2631,3
Mississippi,Velika katastrofa,2016-03-25,Flood,Severe Storms And Flooding,0,0,1,1,2016-03-09,2016-03-29,Lincoln County (Mississippi),Lincoln (County),16033,7026,5
Puerto Rico,Velika katastrofa,1975-09-19,Flood,Tropical Storm Elioise,0,1,1,0,1975-09-19,1975-09-19,San Juan Municipio,San Juan (Municipio),76016,1223,6
Arkansas,Velika katastrofa,1973-04-27,Flood,Severe Storms & Flooding,0,1,1,0,1973-04-27,1973-04-27,Saline County (Arkansas),Saline (County),73037,6269,2
Puerto Rico,Upravljanje hitnim situacijama,2020-07-29,Hurricane,Potential Tropical Cyclone Nine,0,0,1,0,2020-07-27,2020-07-31,Aguada Municipio,Aguada (Municipio),20218,2971,14
North Dakota,Velika katastrofa,2011-05-20,Severe Storm,Severe Winter Storm,0,0,1,1,2011-04-29,2011-05-01,McKenzie County,McKenzie (County),11106,6524,10
Puerto Rico,Velika katastrofa,1986-07-10,Flood,"Heavy Rains, Flooding & Mudslides",0,0,1,0,1986-04-25,1986-05-14,Lares Municipio,Lares (Municipio),86017,4609,20
Arkansas,Upravljanje hitnim situacijama,2000-12-28,Severe Ice Storm,Severe Winter Ice Storm,0,0,1,0,2000-12-12,2001-01-08,Lonoke County,Lonoke (County),179,8296,12
Virginia,Upravljanje hitnim situacijama,1993-03-25,Snowstorm,Severe Winter Storm,0,0,1,0,1993-03-13,1993-03-14,Williamsburg city,Williamsburg,93025,3104,23
Arkansas,Velika katastrofa,2011-07-08,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,0,1,1,2011-05-24,2011-05-26,Franklin County (Arkansas),Franklin (County),11117,5277,23
Mississippi,Velika katastrofa,1990-02-28,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1990-01-24,1990-03-15,Forrest County,Forrest (County),90011,7554,3
Montana,Velika katastrofa,1997-07-25,Severe Storm,"Severe Storms,Ice Jams, Snow Melt, Flooding",0,0,1,0,1997-03-01,1997-08-06,Treasure County,Treasure (County),97068,5101,19
South Dakota,Velika katastrofa,2010-05-13,Flood,Flooding,0,0,1,1,2010-03-10,2010-06-20,McCook County,McCook (County),10050,8107,9
Florida,Velika katastrofa,2020-09-23,Hurricane,Hurricane Sally,1,0,1,1,2020-09-14,2020-09-28,Walton County (Florida),Walton (County),20297,3873,12
Texas,Velika katastrofa,2017-08-25,Hurricane,Hurricane Harvey,1,0,1,1,2017-08-23,2017-09-15,Austin County,Austin (County),17083,6511,18
Florida,Upravljanje hitnim situacijama,2019-08-30,Hurricane,Hurricane Dorian,0,0,1,0,2019-08-28,2019-09-09,Putnam County (Florida),Putnam (County),19072,7521,1
Arkansas,Velika katastrofa,2009-12-03,Severe Storm,"Severe Storms, Tornadoes, And Flooding",0,0,1,1,2009-10-29,2009-11-08,Logan County (Arkansas),Logan (County),9121,936,20
California,Velika katastrofa,1991-02-11,Freezing,Severe Freeze,0,1,0,0,1990-12-19,1991-01-03,Riverside County,Riverside (County),91007,3327,16
Nevada,Upravljanje hitnim situacijama,2005-02-23,Snowstorm,Snow,0,0,1,0,2005-01-06,2005-01-10,Elko County,Elko (County),5017,2645,20
California,Velika katastrofa,1995-01-10,Severe Storm,"Severe Winter Storms, Flooding, Landslides, Mud Flows",0,1,1,0,1995-01-03,1995-02-10,Yolo County,Yolo (County),95009,2724,11
Virginia,Velika katastrofa,2010-02-16,Snowstorm,Severe Winter Storm And Snowstorm,0,0,1,1,2009-12-18,2009-12-20,Spotsylvania County,Spotsylvania (County),10010,234,13
Utah,Velika katastrofa,1983-04-30,Flood,"Severe Storms, Landslides & Flooding",0,0,1,0,1983-04-13,1983-04-13,Daggett County,Daggett (County),83026,6491,8
Virginia,Velika katastrofa,1972-06-23,Flood,Tropical Storm Agnes,0,1,1,0,1972-06-23,1972-06-23,Prince Edward County,Prince Edward (County),72035,9218,1
Montana,Velika katastrofa,2014-04-17,Flood,Ice Jams And Flooding,0,0,1,1,2014-03-01,2014-03-16,Dawson County (Montana),Dawson (County),14025,1624,22
Puerto Rico,Upravljanje hitnim situacijama,2022-09-18,Hurricane,Tropical Storm Fiona,0,0,1,0,2022-09-17,2022-09-21,Maricao Municipio,Maricao (Municipio),22084,5223,22
Florida,Upravljanje hitnim situacijama,1995-08-03,Hurricane,Hurricane Erin,0,0,1,0,1995-08-02,1995-08-03,Florida,Statewide,95043,7801,22
Kansas,Velika katastrofa,1998-11-05,Severe Storm,Ks-Flooding  10/31/98,0,1,0,0,1998-10-30,1998-11-15,Wilson County (Kansas),Wilson (County),98085,2831,14
Oklahoma,Velika katastrofa,2015-05-26,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",1,0,1,1,2015-05-05,2015-06-22,Bryan County (Oklahoma),Bryan (County),15019,1224,11
Minnesota,Upravljanje hitnim situacijama,1976-06-17,Drought,Drought,0,0,1,0,1976-06-17,1976-06-17,Clay County (Minnesota),Clay (County),76051,2649,10
Kentucky,Velika katastrofa,1970-06-05,Flood,Severe Storms & Flooding,0,1,1,0,1970-06-05,1970-06-05,Bullitt County,Bullitt (County),70015,3070,22
Michigan,Upravljanje hitnim situacijama,1978-01-27,Snowstorm,Blizzards & Snowstorms,0,0,1,0,1978-01-27,1978-01-27,Roscommon County,Roscommon (County),78028,2796,12
Texas,Upravljanje hitnim situacijama,2007-08-18,Hurricane,Hurricane Dean,0,0,1,0,2007-08-17,2007-09-05,Fort Bend County,Fort Bend (County),7888,9178,5
Florida,Upravljanje hitnim situacijama,1998-09-25,Hurricane,Hurricane Grorges,0,0,1,0,1998-09-25,1998-10-02,Pinellas County,Pinellas (County),98167,256,16
North Carolina,Velika katastrofa,2002-12-12,Severe Ice Storm,Severe Ice Storm,0,0,1,1,2002-12-04,2002-12-06,Nash County,Nash (County),2152,6342,4
Wisconsin,Velika katastrofa,2018-10-18,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, Flooding, And Landslides",0,0,1,1,2018-08-17,2018-09-14,Adams County (Wisconsin),Adams (County),18111,1113,14
West Virginia,Upravljanje hitnim situacijama,2005-09-05,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Jackson County (West Virginia),Jackson (County),5094,6918,22
Arizona,Velika katastrofa,1977-11-04,Flood,Severe Storms & Flooding,0,1,1,0,1977-11-04,1977-11-04,Pinal County,Pinal (County),78005,2532,19
South Dakota,Velika katastrofa,1998-06-01,Flood,"Flooding, Severe Storms, Tornadoes",0,1,1,0,1998-04-25,1998-06-22,Hanson County,Hanson (County),98040,4065,6
Pennsylvania,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96,0,0,1,0,1996-01-06,1996-01-12,Cambria County,Cambria (County),96017,2481,12
New York,Velika katastrofa,1985-03-22,Snowstorm,Snow Melt & Ice Jams,0,0,1,0,1985-03-22,1985-03-22,Erie County (New York),Erie (County),85015,7664,2
Alabama,Velika katastrofa,2021-12-21,Severe Storm,Severe Storms And Flooding,1,0,0,1,2021-10-06,2021-10-07,St. Clair County (Alabama),Shelby (County),21119,4031,20
Pennsylvania,Velika katastrofa,1971-09-18,Flood,Floods,0,1,1,0,1971-09-18,1971-09-18,Delaware County (Pennsylvania),Delaware (County),71053,4893,8
Georgia,Upravljanje hitnim situacijama,2014-02-11,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2014-02-10,2014-02-14,Baldwin County (Georgia),Baldwin (County),14010,2055,20
Florida,Velika katastrofa,1977-01-31,Freezing,Severe Winter Weather,0,1,0,0,1977-01-31,1977-01-31,Pinellas County,Pinellas (County),77029,5579,20
Texas,Upravljanje hitnim situacijama,2021-02-14,Severe Ice Storm,Severe Winter Storm,0,0,1,0,2021-02-11,2021-02-21,Loving County,Loving (County),21009,7099,20
Puerto Rico,Velika katastrofa,1979-09-02,Hurricane,Hurricane David,0,1,1,0,1979-09-02,1979-09-02,Yabucoa Municipio,Yabucoa (Municipio),79071,8638,1
Maryland,Velika katastrofa,2012-11-20,Hurricane,Hurricane Sandy,0,0,1,1,2012-10-26,2012-11-04,Anne Arundel County,Anne Arundel (County),12120,8835,3
Michigan,Velika katastrofa,1975-09-30,Flood,"Severe Storms, High Winds & Flooding",0,1,1,0,1975-09-30,1975-09-30,Ingham County,Ingham (County),76017,3587,12
Indiana,Velika katastrofa,2002-06-13,Severe Storm,"Severe Storms, Tornadoes And Flooding",0,1,1,1,2002-04-28,2002-06-07,Johnson County (Indiana),Johnson (County),2053,4257,13
Alabama,Upravljanje hitnim situacijama,1998-09-28,Hurricane,Hurricane Georges,0,0,1,0,1998-09-28,1998-10-06,Geneva County,Geneva (County),98170,9870,5
Minnesota,Velika katastrofa,1978-07-08,Severe Storm,"Severe Storms, Flooding, Hail & Tornadoes",0,1,1,0,1978-07-08,1978-07-08,Washington County (Minnesota),Washington (County),78078,1709,16
Texas,Upravljanje hitnim situacijama,2005-09-02,Hurricane,Hurricane Katrina Evacuation,0,0,1,0,2005-08-29,2005-10-01,Borden County,Borden (County),5090,1856,23
California,Velika katastrofa,1995-01-10,Severe Storm,"Severe Winter Storms, Flooding, Landslides, Mud Flows",0,1,1,0,1995-01-03,1995-02-10,Lake County (California),Lake (County),95009,5900,17
Indiana,Upravljanje hitnim situacijama,2005-01-11,Snowstorm,Snow,0,0,1,0,2004-12-21,2004-12-23,Vanderburgh County,Vanderburgh (County),4138,8571,3
North Carolina,Velika katastrofa,2016-10-10,Hurricane,Hurricane Matthew,1,0,1,1,2016-10-04,2016-10-24,Perquimans County,Perquimans (County),16102,2845,18
Florida,Velika katastrofa,1995-10-04,Hurricane,Hurricane Opal,0,1,0,0,1995-10-04,1995-10-11,Wakulla County,Wakulla (County),96001,7948,5
Texas,Velika katastrofa,1989-05-19,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,1,0,1989-05-04,1989-06-07,Montgomery County (Texas),Montgomery (County),89012,1524,7
Ohio,Velika katastrofa,1996-06-24,Flood,Flooding,0,0,1,0,1996-05-02,1996-06-24,Butler County (Ohio),Butler (County),96136,1180,10
Puerto Rico,Upravljanje hitnim situacijama,1999-11-17,Hurricane,Hurricane Lenny,0,0,1,0,1999-11-17,1999-11-20,Lajas Municipio,Lajas (Municipio),99147,8555,11
Arizona,Upravljanje požarom,1994-04-23,Fire,Dolan Fire,0,0,1,0,1994-04-22,1994-04-22,Arizona,Statewide,94052,159,16
Montana,Upravljanje požarom,2009-09-04,Fire,Eagle Mount Fire,0,0,1,0,2009-09-03,2009-09-05,Stillwater County,Stillwater (County),9107,2030,21
West Virginia,Velika katastrofa,2012-07-23,Severe Storm,Severe Storms And Straight-Line Winds,0,0,1,1,2012-06-29,2012-07-08,Wirt County,Wirt (County),12054,8304,3
Virginia,Upravljanje hitnim situacijama,2018-09-11,Hurricane,Hurricane Florence,0,0,1,0,2018-09-13,2018-09-21,Galax city,Galax,18100,6869,8
California,Velika katastrofa,2023-01-14,Flood,"Severe Winter Storms, Flooding, Landslides, And Mudslides",1,0,1,1,2022-12-27,2023-01-31,San Luis Obispo County,San Luis Obispo (County),23004,6194,12
Virginia,Velika katastrofa,2016-03-07,Snowstorm,Severe Winter Storm And Snowstorm,0,0,1,1,2016-01-22,2016-01-23,Highland County (Virginia),Highland (County),16024,6208,4
Tennessee,Velika katastrofa,1973-05-11,Flood,Severe Storms & Flooding,0,1,1,0,1973-05-11,1973-05-11,Tipton County (Tennessee),Tipton (County),73040,6928,21
Florida,Velika katastrofa,1985-09-12,Hurricane,Hurricane Elena,0,1,1,0,1985-08-29,1985-09-02,Hillsborough County (Florida),Hillsborough (County),85053,5495,10
Georgia,Velika katastrofa,2016-10-08,Hurricane,Hurricane Matthew,1,0,1,1,2016-10-04,2016-10-15,Wayne County (Georgia),Wayne (County),16101,1717,19
Alabama,Velika katastrofa,2005-07-10,Hurricane,Hurricane Dennis,0,0,1,1,2005-07-10,2005-07-16,Geneva County,Geneva (County),5053,8515,22
Kansas,Velika katastrofa,2022-05-25,Snowstorm,Severe Winter Storms And Straight-Line Winds,0,0,1,1,2022-03-17,2022-03-22,Wallace County,Wallace (County),22039,6637,21
West Virginia,Velika katastrofa,1996-01-13,Snowstorm,Blizzard Of 96 (Severe Snow Storm),0,0,1,0,1996-01-06,1996-01-12,Summers County,Summers (County),96013,2195,13
Nebraska,Velika katastrofa,2017-06-26,Severe Storm,Severe Winter Storm And Straight-Line Winds,0,0,1,1,2017-04-29,2017-05-03,Blaine County (Nebraska),Blaine (County),17051,4806,9
Illinois,Velika katastrofa,2003-05-15,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,0,1,2003-05-06,2003-05-11,McDonough County,McDonough (County),3043,4754,16
Georgia,Upravljanje hitnim situacijama,1993-03-15,Snowstorm,"Severe Snowfall, Winter Storm",0,0,1,0,1993-03-13,1993-03-17,Pike County (Georgia),Pike (County),93010,7389,14
Tennessee,Velika katastrofa,1979-05-07,Severe Storm,"Severe Storms, Tornadoes & Flooding",0,1,0,0,1979-05-07,1979-05-07,Davidson County (Tennessee),Davidson (County),79047,747,20
West Virginia,Velika katastrofa,2009-05-15,Severe Storm,"Severe Storms, Flooding, Mudslides, And Landslides",0,0,1,1,2009-05-03,2009-06-08,Upshur County (West Virginia),Upshur (County),9065,9193,11
Texas,Velika katastrofa,2005-09-24,Hurricane,Hurricane Rita,0,0,1,1,2005-09-23,2005-10-14,Aransas County,Aransas (County),5140,5078,13
Alabama,Velika katastrofa,2016-01-21,Severe Storm,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",0,0,1,1,2015-12-23,2015-12-31,Geneva County,Geneva (County),16003,941,3
Florida,Velika katastrofa,2012-10-18,Hurricane,Hurricane Isaac,0,0,1,1,2012-08-27,2012-08-29,Franklin County (Florida),Franklin (County),12084,4298,6
Missouri,Velika katastrofa,1979-04-21,Tornado,"Tornadoes, Torrential Rain & Flooding",0,1,1,0,1979-04-21,1979-04-21,St. Louis County (Missouri),St. Louis (County),79041,8281,4
Louisiana,Velika katastrofa,2012-08-29,Hurricane,Hurricane Isaac,0,0,1,1,2012-08-26,2012-09-10,Tensas Parish,Tensas (Parish),12078,9099,20
Kansas,Velika katastrofa,2003-05-06,Severe Storm,"Severe Storms, Tornadoes, And Flooding",1,1,1,1,2003-05-04,2003-05-30,Woodson County,Woodson (County),3038,3993,9
New York,Velika katastrofa,2003-05-12,Severe Ice Storm,Ice Storm,0,0,1,1,2003-04-03,2003-04-05,Yates County,Yates (County),3036,1159,15
Kentucky,Velika katastrofa,2015-05-12,Flood,"Severe Winter Storm, Snowstorm, Flooding, Landslides, And Mudslides",0,0,1,1,2015-03-03,2015-03-09,Lewis County (Kentucky),Lewis (County),15015,7420,22
